timestamp,橄榄迷彩_price,橄榄迷彩_volume,橄榄迷彩_change,橄榄迷彩_sep,灰变迷彩_price,灰变迷彩_volume,灰变迷彩_change,灰变迷彩_sep,迷踪秘境_price,迷踪秘境_volume,迷踪秘境_change,迷踪秘境_sep,钢铁三角洲_price,钢铁三角洲_volume,钢铁三角洲_change,钢铁三角洲_sep,精英之作_price,精英之作_volume,精英之作_change,精英之作_sep
2025/9/3 22:00,¥3.65,1413,4.585 ,,¥5.83,563,0.000 ,,¥12.00,394,9.991 ,,¥33.80,347,9.032 ,,¥65.00,714,3.388 ,
2025/9/4 10:00,¥3.78,1333,1.070 ,,¥5.98,441,-0.333 ,,¥13.20,365,1.931 ,,¥39.90,303,-0.250 ,,¥74.80,649,3.889 ,
2025/9/4 22:00,¥3.85,1370,4.336 ,,¥5.80,464,-3.010 ,,¥13.10,422,-2.602 ,,¥38.00,340,1.064 ,,¥70.00,657,0.000 ,
2025/9/5 10:00,¥3.78,1358,-1.047 ,,¥5.96,448,0.337 ,,¥12.68,427,-1.553 ,,¥38.00,341,0.000 ,,¥66.00,656,-2.655 ,
2025/9/5 22:00,¥3.90,1271,2.094 ,,¥5.87,441,0.171 ,,¥11.90,448,-3.566 ,,¥37.28,367,-1.114 ,,¥64.00,683,-1.387 ,
2025/9/6 10:00,¥4.27,1211,-0.234 ,,¥5.92,461,0.169 ,,¥11.77,451,0.000 ,,¥37.00,376,-0.804 ,,¥67.80,669,0.000 ,
2025/9/6 22:00,¥4.00,1272,-1.720 ,,¥5.92,554,-0.337 ,,¥11.56,620,5.091 ,,¥37.00,383,0.543 ,,¥70.00,669,3.397 ,
2025/9/7 10:00,¥4.04,1262,0.000 ,,¥5.95,496,0.847 ,,¥12.00,731,0.000 ,,¥35.60,383,-1.111 ,,¥66.90,680,-3.043 ,
2025/9/7 22:00,¥4.09,1221,-0.244 ,,¥5.80,494,-2.685 ,,¥12.96,587,2.532 ,,¥37.56,363,0.697 ,,¥74.80,659,2.606 ,
2025/9/8 10:00,¥4.78,1204,-0.624 ,,¥8.00,264,14.613 ,,¥16.00,462,0.629 ,,¥48.00,243,11.628 ,,¥99.00,471,12.628 ,
2025/9/8 22:00,¥6.99,873,5.430 ,,¥12.00,220,-19.463 ,,¥25.68,210,-4.179 ,,¥65.00,192,-1.515 ,,¥119.50,388,0.420 ,
2025/9/9 10:00,¥7.29,1009,-2.670 ,,¥14.45,149,16.721 ,,¥38.00,174,-15.330 ,,¥64.75,203,1.172 ,,¥115.00,390,0.877 ,
2025/9/9 22:00,¥9.66,666,50.937 ,,¥14.70,190,6.522 ,,¥45.90,156,35.879 ,,¥70.00,205,-1.172 ,,¥110.00,442,2.804 ,
2025/9/10 10:00,¥9.64,715,-2.330 ,,¥23.70,116,18.500 ,,¥38.70,208,-0.769 ,,¥74.80,198,-0.267 ,,¥117.00,396,-2.500 ,
2025/9/10 22:00,¥8.72,945,-2.022 ,,¥16.90,287,-8.649 ,,¥34.00,264,-8.108 ,,¥69.68,227,-4.548 ,,¥109.00,444,0.461 ,
2025/9/11 10:00,¥9.00,1108,3.926 ,,¥19.00,207,11.765 ,,¥43.21,191,5.390 ,,¥87.60,153,8.148 ,,¥180.00,302,-9.036 ,
2025/9/11 22:00,¥13.80,572,-1.429 ,,¥28.90,153,3.251 ,,¥71.00,85,42.285 ,,¥84.70,171,8.590 ,,¥159.00,394,-2.202 ,
2025/9/12 10:00,¥29.00,232,20.934 ,,¥44.50,96,-16.038 ,,¥90.00,101,4.895 ,,¥94.90,140,5.444 ,,¥177.50,395,-1.114 ,
2025/9/12 22:00,¥18.00,474,12.500 ,,¥28.00,192,-6.355 ,,¥52.90,209,-14.677 ,,¥83.90,233,-14.300 ,,¥146.00,487,-5.806 ,
2025/9/13 10:00,¥12.80,595,-11.724 ,,¥20.90,280,-16.400 ,,¥35.00,221,-25.532 ,,¥71.00,253,1.429 ,,¥134.00,477,-2.899 ,
2025/9/13 22:00,¥9.10,582,-11.650 ,,¥17.00,275,-3.354 ,,¥37.65,236,-3.462 ,,¥57.00,286,-7.752 ,,¥122.00,506,3.390 ,
2025/9/14 10:00,¥8.96,604,-0.223 ,,¥18.00,263,-4.762 ,,¥34.90,211,-2.786 ,,¥58.00,244,-5.691 ,,¥120.00,486,1.266 ,
2025/9/14 22:00,¥8.45,658,-0.588 ,,¥16.80,297,-3.725 ,,¥25.99,257,-15.617 ,,¥53.00,251,-1.670 ,,¥108.00,513,-1.818 ,
2025/9/15 10:00,¥9.46,595,0.212 ,,¥16.00,308,-3.265 ,,¥29.60,240,-1.003 ,,¥52.00,255,0.000 ,,¥108.00,508,-0.908 ,
2025/9/15 22:00,¥6.42,911,-0.156 ,,¥10.70,558,-18.507 ,,¥16.89,346,-15.550 ,,¥39.79,319,-8.297 ,,¥77.77,649,-7.417 ,
2025/9/16 10:00,¥7.00,776,0.575 ,,¥10.80,466,8.000 ,,¥18.89,288,0.000 ,,¥39.50,297,0.509 ,,¥77.90,597,-2.013 ,
